name,IMDb,originalName,foreignName,nickname,romanPinyin,type,job,notableWork,debutWork,activeYear,debutDate,birthPlace,deathPlace,award,language,website,motherSchool,education,religion,nationality,ethnicity,agency,hasRelative,hasSpouse,hasParent,hasChild
['金玟廷'],[],[],[],[],[],['女演员'],[],[],[],[],['1988年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['汉阳大学戏剧电影学学士'],['天主教'],[],[],['Namoo Actors（1990年-2008年）Better Entertainment（2008年-2014年）Great Company（2015年-至今）'],[],[],[],[]
['夏希罗'],['1141498'],['夏希罗'],['하희라'],[],['Ha Hee-ra'],['女演员'],['演员'],[],['《土地》'],['1981年－至今'],['1981年'],['首尔特别市城北区'],[],[],['韩语、华语、英语'],[],[],[],['基督教'],['众所期盼下'],['汉族／朝鲜族（中韩混血）'],['Wellmade Star ENT'],[],[],[],"['崔珉瑞','崔允瑞']"
['温锡莹'],['1078256'],[],[' '],[],[],['男演员'],['演员、配音员'],[],[],['1946年-2008年'],[],['直隶省抚宁县温家洼'],['上海'],[],[],[],['国立河南中学'],['国立戏剧专科学校华东人民革命大学'],[],[],[],[],[],['江丽萍'],[],[]
['郑善敬'],[],['金圣熙（）'],['정선경'],[],[],['女演员'],[],[],[],[],['1994年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['汉阳大学舞蹈学学士延世大学行政大学院社会福祉学硕士'],['基督教'],[],[],['K Star Entertainment'],[],[],[],[]
['林性珉'],[],[],[],[],[],['女演员'],[],[],[],[],['1991年'],[],[],[],['韩语、英语'],[],[],['梨花女子大学英语教育学学士延世大学言论宣传大学院硕士'],[],[],[],[],[],[],[],[]
['刘俊相'],[],[],['유준상'],['国民丈夫'],['Yu Jun Sang'],['男演员'],[],[],[],[],['1995年'],['首尔特别市城东区'],[],[],['韩语、英语'],[],[],['东国大学戏剧电影学学士东国大学文化演艺研究所'],[],[],[],['Namoo Actors'],[],['洪银姬'],[],[]
['崔汝珍'],[],[],[],[],[],['女演员'],[],[],[],[],['2001年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['加拿大乔治布朗市立大学饭店经营学系汉阳大学戏剧电影学系毕业'],[],[],[],[],[],[],[],[]
['蔡时那'],[],[],['채시라'],[],['Chae Si-ra'],['女演员'],[],['《黎明的眼睛》《千秋太后》《仁粹大妃》《五指》'],[],['1984年至今'],['1984年'],['首尔特别市'],[],[],['韩语、英语'],[],['东国大学戏剧电影学学士东国大学大学院戏剧电影学硕士'],[],['天主教'],[],[],['C-JeS娱乐'],['蔡菊熙'],['金泰旭'],[],[]
['李美淑'],[],[],[],[],[],['女演员'],[],[],[],[],['1979年'],['忠清北道丹阳郡'],[],[],['韩国语、英语'],[],[],['高丽大学新闻放送学学士东国大学大学院电影学硕士高丽大学言论大学院硕士'],[],[],[],['Sidus HQ'],[],[],[],[]
['李沇熹'],['2165232'],[],['이연희'],['清纯美女、素颜女神'],['Lee Yeon-hee'],['女演员'],['演员、模特儿'],['《伊甸园之东》《The Game：向著零时》'],['2001年 第2届SM Best青少年最佳选拔大会大奖'],['2001年至今'],['2001年'],[],[],[],['韩语、日语、汉语、法语'],[],[],['中央大学戏剧电影学系'],['基督教'],[],[],['SM娱乐（2001年至2020年11月） VAST娱乐（2020年11月至今）'],[],[],[],[]
['杰西·麦特卡尔菲'],[],[],[],[],[],['男演员'],['演员'],[],[],['1999年至今'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['宋一国'],[],[],['송일국'],[],['Song Il Kook'],['男演员'],[],[],[],[],[],['首尔特别市'],[],[],['韩语、英语'],[],[],['戏剧电影学学士中央大学艺术大学院电影学硕士生'],[],['「1日」'],[],['C-JeS娱乐'],[],[],['金乙东'],[]
['阿曼达·拜恩斯'],['0004789'],[],[],[],[],['女艺人'],['演员，歌手，配音员 ，时装设计师'],[],[],['1993年至2010年后息影'],[],['加州千橡市'],[],[],[],[],[],[],[],[],[],[],[],[],"['瑞克',' 琳恩']",[]
['贤荣'],[],['柳贤荣（）'],[],[],[],['女演员'],[],[],[],[],['1997年'],['京畿道水原市'],[],[],['韩语、英语'],[],[],['龙仁大学环境保健学学士西京大学大学院戏剧电影学硕士高丽大学大学院言论情报学硕士'],[],['外国金融公司工作的圈外男友结婚，2012年8月16日凌晨产下长女。<ref>[http://cn.chosun.com/big5/site/data/html_dir/2012/08/16/20120816000020.html 玄英与“高富帅”老公今日喜得千金]朝鲜日报中文网{{zh}}</ref>儿子于2017年12月10日'],[],['Kone Stars'],[],[],[],[]
['李允智'],['1614876'],[],['이윤지'],[],['Lee Yoon-ji'],['女演员'],[],[],[],[],['2003年'],['首尔特别市'],[],[],['韩语、英语、日语'],[],['中央大学'],[],['天主教'],['综艺节目《爸爸是超人》中现身，2019年全家演出SBS《同床异梦2-你是我的命运》，次女郑小蔚于2020年4月17日'],[],['Namoo Actors'],[],[],[],[]
['尹智敏'],[],['尹智英（）'],[' '],[],[],['女演员'],[],[],[],[],['2002年'],[],[],[],['韩语、英语'],[],[],['同德女子大学模特儿演技学系毕业'],[],[],[],['Urban Works Entertainment'],[],[],[],[]
['金秀贤 (女演员)'],[],"['金秀贤', '金秀贤']",['Claudia Kim'],[],['Kim Soo-hyun'],['女演员'],[],[],[],[],['2005年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['梨花女子大学国际学部毕业'],[],[],[],['Culture Depot Entertainment'],[],[],[],[]
['李莞'],[],['金亨洙（）'],['이완'],[],['Lee Wan'],['男演员'],[],[],['《天国的阶梯》'],[],['2003年'],['蔚山广域市南区'],[],[],['ko'],[],[],['国民大学体育系学士国民大学体育产业研究所运动管理系硕士'],['天主教'],[],[],['LUA娱乐  Story J Company (2019年－至今)'],['金泰熙'],['李宝美'],['金裕文'],[]
['徐芝释'],[],['徐宗旭（）'],['서지석'],[],['Seo Ji Seok'],['男演员'],['演员'],['《19岁的纯情》'],[],[],['2001年'],['仁川广域市'],[],[],['ko'],[],[],['首尔艺术大学演技学系（休学）'],[],[],[],['Great Company'],[],[],[],[]
['许律'],['9513217'],['허율'],"[' ', ' ']",[],['Heo Yool'],['女演员'],['演员'],['《Mother》'],['《Mother》'],['2018年至今'],['2018年'],[],[],['第54届百想艺术大奖－女子新人演技奖'],['韩语'],['官方网站'],[],[],[],[],[],['elrise'],[],[],[],[]
['金思朗'],[],[],['김사랑'],[],['Kim Sa Rang'],['女演员'],[],[],[],[],['2000年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['龙仁大学国乐学学士龙仁大学大学院国乐学硕士（伽倻琴专攻）'],[],[],[],[],[],[],[],[]
['尼古拉·康斯坦丁诺维奇·切尔卡索夫'],[],[],[],[],[],[],['男演员'],[],[],['1918年–1965年'],[],['俄罗斯帝国圣彼得堡'],['苏联列宁格勒'],"['{ style=""background: transparent""\n\n-\n\n}\n{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n   \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['安德烈·利沃维奇·阿布里科索夫'],[],[],[],[],[],[],['演员'],[],[],['1926年–1973年'],[],['俄罗斯帝国辛菲罗波尔'],['苏联莫斯科'],"['{ style=""background: transparent""\n\n-\n\n}\n{ style=""background: transparent""\n   \n}']",[],[],[],[],[],[],[],[],[],[],[],['格里戈里·阿布里科索夫']
['高准熹'],[],['金恩珠（）'],[' '],[],[],['女演员'],[],['《她很漂亮》'],[],[],['2001年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['庆熙大学戏剧电影学学士'],[],[],[],['YG娱乐(2017~2019)'],[],[],[],[]
['鲍里斯·费奥多罗维奇·安德烈耶夫'],[],[],[],[],[],[],['电影演员配音演员'],[],[],['1939年–1982年'],[],['俄罗斯帝国萨拉托夫'],['苏联莫斯科'],"['{ style=""background: transparent""\n\n-\n\n}\n{ style=""background: transparent""\n   \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['朴艺珍'],[],[],['박예진'],['「甜蜜杀气」艺珍小姐（家族诞生）'],['Park Ye Jin'],['女演员'],[],[],['《女高怪谈2》'],[],['1999年'],['首尔特别市'],[],[],['韩语、英语'],[],['中央大学戏剧电影学学士'],[],[],[],[],['Saram Entertainment'],[],['朴喜洵'],[],[]
['米哈伊尔·察廖夫'],[],[],[],[],[],[],['演员'],[],[],['1920年1987年'],[],['俄罗斯帝国特维尔'],['苏联莫斯科'],"['{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n\n}\n{style=""background: transparent""\n\n}\n{style=""background: transparent""\n \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['济娜伊达·基里延科'],[],[],[],[],[],[],['演员'],[],[],['1958年'],[],['马哈奇卡拉'],[],"['{style=""background: transparent""\n \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['张国柱 (演员)'],['0151755'],[],[' '],[],['Chang Kuo-Chu'],['男演员'],['演员'],[],[],[],['1977年'],['余姚市'],[],[],['国语、粤语、英语'],[],[],['台湾师范大学体育系毕业'],[],['浙江余姚'],[],[],[],['赵欣然'],[],"['张翰','张震']"
['朱健钧'],[],[],['Mickey Chu'],['朱仔、阿朱'],['Chu Kin Kwan'],['男演员'],['演员、模特儿'],['电视剧：'],['《少年五虎》'],['1992年至今'],['1992年'],[],[],['《第四届壹电视大奖》「最佳新人奖」'],[],[],['佛教沈香林纪念中学香港专业教育学院'],['大专'],[],[],[],['无线电视（1993至2004年）亚洲电视（2007至2008年）'],['胡枫'],[],[],[]
['谢娜'],['3208079'],[],['Nana Xie'],['娜娜、娜姐、坡姐、太阳女神、喜神、素颜女神'],['Xie Na'],['女艺人'],['主持人、演员、歌手'],['《嘻游记》《快乐大本营》《菠萝菠萝蜜》《百变大咖秀》《偶像来了》'],[],['2000年至今'],['1996年'],['四川省德阳市中江县'],[],['第五届全国推新人大赛荣获影视表演组全国十佳金奖（1998年）第五届全国推新人大赛影视表演组金奖（2003年） 金龙奖最佳动画配音奖（2010年）'],['普通话、四川话、英语'],[],[],['四川师范大学电影电视学院表演系'],[],[],['汉族'],[],[],['张杰'],"['谢扬功','罗正英']",[]
['玮焍娅·芭兰'],['1799038'],[],[],[],[],['女演员'],['演员'],[],[],['2003年至今'],[],['喀拉拉邦帕拉克卡德'],[],[],[],[],[],['大学毕业'],[],[],[],[],[],[],[],[]
['鲍里斯·利瓦诺夫'],[],[],[],[],[],[],['演员'],[],[],['1924年–1972年'],[],['俄罗斯帝国莫斯科'],['苏联莫斯科'],"['{ style=""background:transparent""\n       \n-\n       \n}\n{ style=""background: transparent""\n     \n}\n{ style=""background: transparent""\n           \n}']",[],[],[],[],[],[],[],[],[],[],[],['瓦西里·利瓦诺夫']
['瓦西里·利瓦诺夫'],[],[],[],[],[],[],['演员，导演，编剧'],[],[],['1958年–'],[],['莫斯科'],[],"['{ style=""background: transparent""\n   \n}\n{ style=""background: transparent""\n   \n}']",[],[],[],[],[],[],[],[],[],['叶莲娜·利瓦诺娃'],['鲍里斯·利瓦诺夫'],[]
['富润生'],['4989589'],"['富德成', '富德成']",[' '],[],[],['男演员'],['演员、配音员'],[],[],['1936年-2008年'],[],['直隶省大兴县'],['上海'],[],['普通话'],[],[],['北平振声国剧学校'],[],[],['满族'],[],[],[],[],[]
['凯莎·奈特·普莱姆'],['0700443'],[],['Keshia Knight Pulliam'],[],[],['女演员'],['演员'],[],[],['1982–至今'],[],['纽泽西州纽瓦克'],[],"['此奖', '金球奖']",['en'],[],['斯佩尔曼学院'],[],[],[],[],[],[],[],[],[]
['约翰·卡萨维兹'],[],[],[],[],[],['导演'],"['演员, 导演, 作家, 制作人, 电影编剧']",[],[],['1951年 - 1985年'],[],[],['美国加州洛杉矶'],['威尼斯影展金狮奖1980年 《女煞葛洛莉》柏林影展金熊奖1984年 《暗涌》'],[],[],[],[],[],[],[],[],[],[],[],['Nick CassavetesAlexandra CassavetesZoe R. Cassavetes']
['巴斯特·基顿'],['nm0000036'],['约瑟夫·弗兰克·基顿'],"['Joseph Frank ""Buster"" Keaton']",['来称呼他'],[],['男演员'],['演员，喜剧演员，导演，制片，编剧，特技演员'],[],[],['1917年 - 1966年'],[],"['[[堪萨斯州|堪萨斯州]]{{Internal link helper/en|皮奎|Piqua, Kansas}}的一个[[歌舞杂耍表演]]家庭']",['加利福尼亚州伍德兰希尔斯'],[],[],[],[],[],[],"[""一些危险的场景中使用替身，这是基顿在全盛期从未采用的。“特技演员是得不到笑声的，”基顿如是说。<ref>{{Cite book|url=https://books.google.de/books?id=cg__i4up2jsC&pg=PA50&lpg=PA50&dq=Stuntmen+don't+get+laughs&source=bl&ots=yND1p6zdOD&sig=niXw1jdmQjNFSSMoTubN15GfV-s&hl=zh-CN&sa=X&ved=0ahUKEwifpJ2FheTZAhVKFiwKHc2lAN0Q6AEIPjAG#v=onepage&q=Stuntmen%20don't%20get%20laughs&f=false|title=Buster Keaton: The Persistence of Comedy|last=Smith|first=Imogen Sara|date=2008-09-01|publisher=Gambit Publishing|year=2013|isbn=9780967591742|location=|pages=50|language=en|chapter=The Little Iron Man}}</ref> 在这个时期"", '罗伯特']",[],[],[],['娜塔莉·塔尔梅奇梅伊·斯克里文埃莉诺·诺里斯'],['乔·基顿迈拉·基顿'],['小巴斯特·基顿罗伯特·基顿']
['瓦莲京娜·瓦西里耶芙娜·谢罗娃'],[],[],[],[],[],[],['女演员'],[],[],['1928年1973年'],[],['乌克兰人民共和国哈尔科夫'],['苏联莫斯科'],['{\n \n}\n{\n \n}'],[],[],[],[],[],[],[],[],[],[],[],[]
['Category:苏联电影女演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['尼古拉·克留奇科夫'],[],[],[],[],[],[],['演员'],[],[],['1932年–1993年'],[],['莫斯科'],['新圣女公墓'],"['{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['弗拉基米尔·尼古拉耶维奇·叶梅利亚诺夫'],[],[],[],[],[],[],['演员'],[],[],['1953年-1975年'],[],['彼尔姆'],['顿涅茨克'],"['{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n   \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['塔季扬娜·科纽霍娃'],[],[],[],[],[],[],['演员'],[],[],['1951年-'],[],['乌兹别克塔什干'],[],"['{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['瓦连京·祖布科夫'],[],[],[],[],[],[],['演员'],[],[],['1956年-1974年'],[],['梁赞省佩斯恰诺耶'],['莫斯科'],"['{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['阿法纳西·科切特科夫'],[],[],[],[],[],[],['演员'],[],[],['1954年-2004年'],[],['中伏尔加边疆区克利亚夫林斯基区'],['莫斯科'],"['{ style=""background:transparent""\n \n}\n{ style=""background:transparent""\n  \n}']",[],[],[],[],[],[],[],[],[],[],[],[]
['阿纳托利·弗拉基米罗维奇·切莫杜罗夫'],[],[],[],[],[],[],['演员'],[],[],['1953年-1975年'],[],['库尔斯克省'],['莫斯科'],"['{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n \n}']",[],[],[],[],[],[],[],[],[],['克拉拉·鲁米扬诺娃'],[],[]
['柳博芙·奥尔洛娃'],[],[],[],[],[],[],['电影演员，歌唱家，舞者'],[],[],['1933年–1974年'],[],['俄罗斯帝国兹韦尼哥罗德'],['新圣女公墓'],"['{ style=""background: transparent""\n \n}\n{ style=""background: transparent""\n   \n}\n{ style=""background: transparent""\n    \n}']",[],[],[],[],[],['俄罗斯'],[],[],[],['格里戈里·亚历山德罗夫'],[],[]
['崔兰'],[],[],[],[],[],['女演员'],[],[],[],[],['1979年'],['庆尚北道金泉市'],[],[],['韩语、英语'],[],[],['中央大学戏剧电影学学士中央大学大学院戏剧电影学硕士'],[],[],[],[],[],['李忠熙'],[],[]
['李幼贞'],[],[],['이유진'],[],['Lee You Jin'],['女演员'],[],[],[],[],[],['首尔特别市中浪区'],[],[],['韩语、英语'],[],[],['首尔女子大学生物学学士'],[],[],[],['Sidus HQ'],[],['金沅柱'],[],[]
['熊乃瑾'],[],[],['Jinn Xiong'],[],['Xiong Nai Jin'],['女演员'],['演员'],['《大汉天子3》《李后主与赵匡胤》《故梦》《新水浒传》'],[],[],[],['重庆市'],[],[],['国语'],['新浪微博'],['北京电影学院表演系（高职乙班）'],[],[],[],['汉族'],['拾捌文化'],[],[],[],[]
['朱莉·凯夫纳'],[],[],[],[],[],['女演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['南希·卡特赖特'],['0004813'],[],[],[],[],['演员'],[],[],[],['1980年-现在'],[],['俄亥俄州代顿'],[],[],[],[],[],[],['山达基'],[],[],[],['莎宾娜·卡本特(外甥女)'],[],[],[]
['亚德利·史密斯'],[],[],[],[],[],['女演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['人潮汹涌'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['普通话上海话重庆话'],[],['小学'],[],[],[],[],[],[],[],[],[]
['欧阳万成'],[],[],[],[],[],[],['栋笃笑演员'],[],[],['2012年至今'],[],['英属香港'],[],[],[],['jimmycomedy.com'],['圣地牙哥加利福尼亚大学'],[],[],['香港'],[],[],[],[],[],[]
['丹·艾克洛德'],[],[],['Dan Aykroyd'],[],[],['男演员'],['演员，编剧，制片人，导演，音乐家'],[],[],['1971年至今'],[],['安大略省，渥太华'],[],[],[],[],[],[],['哥'],[],[],[],[],[],[],[]
['Category:加拿大电影演员'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['洁美·李·寇蒂斯'],[],[],[],[],[],['女演员'],[],[],[],[],[],['[[加利福尼亚州|加利福尼亚州]]的[[圣莫尼卡|圣莫尼卡]]'],[],['土星奖最佳女主角1994年 《魔鬼大帝：真实谎言》'],[],[],['加利福尼亚州斯托克顿的太平洋大学'],[],[],[],[],[],[],['克里斯托弗·杰斯'],['东尼·柯蒂斯 珍妮特·利 '],['安妮·杰斯托马斯·杰斯']
['麦考利·克金'],[],[],['Macaulay Culkin'],[],[],['男演员'],['演员，音乐家，导演，联合制片人'],[],[],['1985年至今'],[],['纽约州纽约市'],[],[],[],[],[],[],[],[],[],[],['洛瑞·克金基兰·克金'],[],['Patricia Brentrup'],[]
['安娜·克伦斯基'],[],[],[],[],[],['女演员'],['演员'],[],[],[],[],['芝加哥'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['张勇手'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['班赞'],[],[],[],[],[],['男演员'],['演员、话剧导演'],[],[],[],[],['北京市'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['程思寒'],['nm2474015'],['程逝寒'],"[' ', ' ']",['大狼'],[],['男演员'],['演员'],['《武林外史》《风云：雄霸天下》《小鱼儿与花无缺》《西游降魔篇》'],[],[],[],['黑龙江省佳木斯市'],[],[],[],[],['哈尔滨师范大学艺术学院'],[],[],[],[],[],[],[],[],[]
['倪景阳'],['nm5052746'],['倪景阳'],"[' ', ' ']",[],[],['女演员'],['模特、演员'],['《十八岁的天空》《小鱼儿与花无缺》《白日焰火》'],[],[],[],['黑龙江省'],[],[],[],[],['黑龙江省体育运动学校'],[],[],['黑龙江省'],[],[],[],[],[],[]
['孙荣辉'],[],[],[' '],[],[],['男演员'],['演员、歌仔戏导演'],[],[],['1962年 -'],['1962年'],[],[],[],['台语'],[],[],[],[],[],[],[],['孙翠凤'],[],['孙贵'],"['孙富叡','孙诗珮','孙诗咏','孙诗雯']"
['杨祺如'],[],['杨祺如'],[' '],['祺如'],['Yang Qi Ru'],['女演员'],['演员'],[],['中国机长'],['2019年至今'],['2019年'],['北京市'],[],[],['普通话、英文'],[],['中国人民大学附属中学北京电影学院'],[],[],[],['汉族'],[],[],[],[],[]
['南达娜·森'],[],[],[],[],[],[],['演员，社会活动家，作家'],[],[],['1997年至今'],[],['加尔各答'],[],['诺贝尔奖'],[],[],['哈佛大学'],[],[],[],[],[],[],[],[],[]
['昆顿·杰克森'],[],[],['Quinton Jackson'],[],[],[],[],[],[],['1999年至今'],[],['田纳西州，孟菲斯'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['曹如晶'],[],[],['조여정'],[],['Cho Yeo-jeong'],['女演员'],[],['《方子传》《后宫：帝王之妾》《人间中毒》《需要浪漫》《寄生上流》'],[],[],['1997年'],['首尔特别市'],[],['颁最佳女主角奖'],['韩语、英语'],[],[],['东国大学戏剧电影学学士东国大学映像研究所公演艺术学硕士在读'],[],[],[],['High Entertainment'],[],[],[],[]
['伍淑怡'],[],[],['YoYo Ng'],['翻版谢婷婷'],[],['模特儿'],['模特儿、演员'],[],[],['2005年至现在'],['2005年'],[],[],[],['广东话、国语、英文'],[],[],[],[],[],['汉族'],[],[],[],[],[]
['托尼·丹扎'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['黛布拉·佩吉特'],[],[],[],[],[],[],['演员'],[],[],['1948–1965'],[],['科罗拉多州丹佛'],[],[],[],[],[],[],[],[],[],[],[],[],[],['Gregory Kung']
['麦特·汉农'],[],[],['Matt Hannon'],[],[],['男演员'],['演员，制片人，公关联络员'],[],[],['1988年至1996年，2014年至今'],[],['俄勒冈州，波特兰'],[],[],[],[],[],[],[],[],[],[],[],[],[],['寇特妮·卡雷达斯麦迪逊·卡雷达斯']
['文森特·普莱斯'],['00001637'],[],[],[],[],['男演员'],['演员'],[],[],['1935–1993年'],[],['密苏里州圣路易斯'],['加州洛杉矶'],['好莱坞星光大道二星'],[],[],['耶鲁大学  科陶德艺术学院'],[],[],[],[],[],[],[],[],['文森特·巴雷特·普莱斯维多利亚·普莱斯']
['丹妮拉·碧安琪'],[],[],[],[],[],['女演员'],['演员'],[],[],['1958–1970年，2012年'],[],['罗马'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['克劳迪娜·奥格尔'],[],[],[],[],[],['女演员'],['演员'],[],[],['1958–1997'],[],['德占法国巴黎'],['巴黎'],[],[],[],[],[],[],[],[],[],[],['Pierre Gaspard-HuitPeter Brent'],[],[]
['雷蒙德·艾伦'],[],[],[],[],[],[],['演员、模特儿'],[],[],['演员：1928 – 1950'],[],['巴黎第十区'],['巴黎'],[],[],[],[],[],[],[],[],[],[],['Alec Siniavine'],[],[]
['萨曼莎·乔'],[],['Samantha Tjhia'],[],[],[],['女演员'],['演员、武术运动员'],[],[],['2009年–迄今'],[],['安大略省巴里'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['瑞凡·费尼克斯'],[],[],[],[],[],['男演员'],[],[],[],[],[],"[""美国纽约<ref>{{Cite news|url=https://www.independent.co.uk/news/people/obituary-river-phoenix-1501412.html|title=Obituary: River Phoenix|last=Turner|first=Adrian|date=November 1, 1993|work=The Independent|access-date=May 26, 2018|language=}}</ref><ref>{{Cite news|url=http://jewishjournal.com/culture/arts/5788/|title=The Days of Summer|last=Pfefferman|first=Naomi|date=April 11, 2002|work=Jewish Journal|access-date=May 26, 2018|archive-date=2016-03-30|archive-url=https://web.archive.org/web/20160330094455/http://www.jewishjournal.com/arts/article/the_days_of_summer_20020412|dead-url=no}}</ref><ref>{{Cite web|url=http://www.theguardian.com/lifeandstyle/2011/jul/09/rain-phoenix-river-joaquin-family|title=Rain Phoenix's unusual childhood|last=Corner|first=Lena|date=July 9, 2011|website=The Guardian|access-date=May 26, 2018}}</ref>"", '美国[[加利福尼亚州]]<ref name="":0"" />']",['洛杉矶好莱坞'],['独立精神奖最佳男主角1991年《不羁的天空》 国家评论协会最佳男配角1988年《不设限通缉》 国家影评人协会最佳男主角1991年《不羁的天空》 威尼斯影展最佳男主角1991年《不羁的天空》'],[],[],[],[],[],"[""美国纽约<ref>{{Cite news|url=https://www.independent.co.uk/news/people/obituary-river-phoenix-1501412.html|title=Obituary: River Phoenix|last=Turner|first=Adrian|date=November 1, 1993|work=The Independent|access-date=May 26, 2018|language=}}</ref><ref>{{Cite news|url=http://jewishjournal.com/culture/arts/5788/|title=The Days of Summer|last=Pfefferman|first=Naomi|date=April 11, 2002|work=Jewish Journal|access-date=May 26, 2018|archive-date=2016-03-30|archive-url=https://web.archive.org/web/20160330094455/http://www.jewishjournal.com/arts/article/the_days_of_summer_20020412|dead-url=no}}</ref><ref>{{Cite web|url=http://www.theguardian.com/lifeandstyle/2011/jul/09/rain-phoenix-river-joaquin-family|title=Rain Phoenix's unusual childhood|last=Corner|first=Lena|date=July 9, 2011|website=The Guardian|access-date=May 26, 2018}}</ref>。瑞凡·费尼克斯的父亲有英国、德国和法国血统，""]",[],[],['瓦昆·菲尼克斯 River Phoenix'],[],[],[]
['威廉·卡斯尔'],[],[],[],[],[],[],['导演、演员'],[],[],[],[],['纽约市'],['洛杉矶'],[],[],[],[],[],[],[],[],[],[],['Ellen Falck'],[],[]
['陈星 (演员)'],[],[],[],[],[],[],[],[],[],[],[],['泰国曼谷'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['朱栢康'],['03846586'],['朱栢康'],['Tommy Chu'],['朱康'],['Chu Pak Hong'],['男演员'],['演员、舞台剧导演、戏剧形体导师、音乐人'],['《金都》'],[],['2005年－至今'],[],[],[],[],['广东话、普通话、英文'],[],['五旬节林汉光中学香港演艺学院'],['香港演艺戏剧学院荣誉学士'],[],['广东清远'],[],[],['朱栢谦 (哥哥）'],[],[],[]
['朱谦 (演员)'],['3848844'],['朱栢谦'],[' '],[],['Chu Pak Him'],['男演员'],['演员'],['《大龙鳯》'],[],['2005年－至今'],[],[],[],[],['粤语、普通话、英文'],[],[],[],[],['广东清远'],['汉族'],[],['朱栢康'],[],[],[]
['卡罗尔·布朗'],[],[],[],[],[],[],['演员'],[],[],['1933–85'],[],['澳大利亚墨尔本'],['美国洛杉矶'],[],[],[],[],[],[],[],[],[],[],['普莱斯'],[],[]
['邓美欣'],[],['邓美英'],['Tang Mei Yan'],[],['Venus Tang'],['女艺人'],['演员、酒店客户服务主任'],[],[],['2018年至今'],[],['1993年7月20日（27岁）'],[],['《2018年度香港小姐竞选》最佳彩妆达人奖'],['粤语、英语'],[],[],['香港理工大学酒店及旅游系'],[],[],[],['无线电视（2018年至今）'],[],[],[],[]
['严敏求'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['陶洋'],[],[],"[' ', ' ']",[],['Tao Yang'],['女演员'],['演员'],['《隋唐英雄4》《大都市小爱情》《傻儿传奇》《轩辕剑之汉之云》《青丘狐传说》'],[],[],[],['湖南省长沙市'],[],[],['普通话、英语'],[],[],['北京舞蹈学院'],[],[],['汉族'],[],[],[],[],[]
['苑乔'],[],[],"[' ', ' ']",[],['Yuan Qiao'],['女演员'],['演员'],['《神兽麻将馆》《南口1937》《我的同桌是极品》《这个昏君我罩的》'],[],[],[],['辽宁省本溪市'],[],[],['普通话、英语'],[],[],['中国传媒大学'],[],[],['汉族'],[],[],[],[],[]
['申爱'],[],['赵申爱（）'],[' '],[],[],['女演员'],[],[],[],[],[],[],[],[],['韩语、英语'],[],[],['水原科学大学戏剧电影学系肄业建国大学电影艺术学系'],[],[],[],[],[],[],[],[]
